Elbas Flow in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 25-04-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE4 > DK2;DK2 > SE4;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;NO1 > NO2;NO2 > NO1;SE3 > NO1;NO1 > SE3;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;DK2 > 50HZ;50HZ > DK2;NO2 > DK1;DK1 > NO2;NO3 > NO4;NO4 > NO3;NO1 > NO3;NO3 > NO1;SE1 > SE2;SE2 > SE1;NO1 > NO5;NO5 > NO1;NO5 > NO2;NO2 > NO5;EE > FI;FI > EE;DK1 > DK2;DK2 > DK1;NO2 > NL;NL > NO2;LT > LV;LV > LT;EE > LV;LV > EE;BE > NL;NL > BE;FI > FRE;FRE > FI;SE4 > LT;LT > SE4
13-02-2015;06 - 07;0;0;12;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;;;;
13-02-2015;07 - 08;0;24,6;0;0;0;9,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;16,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;
13-02-2015;08 - 09;216,2;0;0;0;246;0;0;20;0;0;0;331;0;0;0;0;0;0;0;0;0;0;18,3;0;0;0;0;0;0;0;0;24,2;0;0;0;0;414;0;0;0;0;0;414,1;0;0;414;0;6;;;;
13-02-2015;09 - 10;229,6;0;0;0;229,3;0;0;0;0;0;0;150,2;0;0;0;0;0;0;0;0;0;0;0;71,4;0;0;0;0;0;0;0;22,2;0;0;0;0;170,6;0;0;30;0;0;170;0;0;170,6;0;0;;;;
13-02-2015;10 - 11;194,6;0;0;0;214,2;0;0;0;0;0;0;141;0;0;0;0;0;0,1;0;0;0;0;71;0;0;0;0;0;0;0;0;13,1;0;0;0;0;27;0;0;92;0;0;20;0;0;21;0;0;;;;
13-02-2015;11 - 12;10,5;0;0;0;93,2;0;118,1;0;0;0;0;239,5;0;0;0;0;0;0;0;0;0;0;0;204;0;0;0;0;0;0;0;3,9;0;0;0;0;4;0;0;115;0;0;9,3;0;0;10;70;0;;;;
13-02-2015;12 - 13;77,6;0;0;0;130,6;0;160;0;0;0;0;312;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;2,5;0;0;0;0;0;6;0;137;0;0;0;0,8;0;0;250;0;;;;
13-02-2015;13 - 14;0;28;0;0;0;5;93;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;94,5;0;0;0;0;0;0;0;1;0;0;0;0;0;70,4;0;116,4;0;0;0;69,5;68,4;0;212;0;;;;
13-02-2015;14 - 15;55,9;0;0;0;75,9;0;0;75,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;28;0;0;0;0;0;0;79,4;0;0;0;0;0;57;56,4;0;66;0;;;;
13-02-2015;15 - 16;0;203;0;0;0;123;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;0;0;0;0;0;0;20;0;0;0;0;0;0;8;0;12,1;0;0;0;0,7;0;0;108;0;;;;
13-02-2015;16 - 17;0;110;0;0;0;85;0;0;0;0;0;10;0;0;0;0;0;5;0;0;0;0;0;185;0;0;0;0;0;0;20;0;0;0;0;0;0;2,2;0;0;0;0;0;0;0;0,8;103;0;;;;
13-02-2015;17 - 18;0;98;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;250;0;0;0;0;0;0;20;0;0;0;0;0;18,3;0;0;0;0;0;5;0;0;5,3;59;0;;;;
13-02-2015;18 - 19;108;0;0;0;153;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;25,2;0;0;0;0;0;8,5;0;0;0;0;0;0;0;0;0,5;0;14;;;;
13-02-2015;19 - 20;0;40;0;0;0;0;0;0;0;0;0;39,4;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;16,5;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;14;;;;
13-02-2015;20 - 21;0;73,6;102;0;0;0;60;0;0;0;0;53;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;32,2;0;0;0;0;0;0;23,4;0;0;0;0;0;0;0;0;6;0;;;;
13-02-2015;21 - 22;0;65,5;108,9;0;51,9;0;0;0;0;0;0;0;0;0;0;0;0;56,5;0;0;0;0;0;0;0;0;0;0;0;0;43,6;0;0;0;0;0;0;24;0;1;0;0;0;0;0;0;0;0;;;;
13-02-2015;22 - 23;12,2;0;68,4;0;12,5;0;0;0;0;0;0;2,8;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6,7;0;0;0;0;0;23,2;0;0;0;0;0;0;0;0;1;0;;;;
13-02-2015;23 - 00;9,4;0;60,9;0;7,3;0;0;0;168,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
14-02-2015;00 - 01;0;0;0;73,4;0;0;0;0;0;0;0;65,6;0;67,8;0;67,8;0;0;0;0;0;0;0;0;0;67,8;0;0;0;0;0;5,4;0;0;0;0;45,6;0;0;0;0;0;0;0;0;45,6;0;0;;;;
14-02-2015;01 - 02;3,7;0;0;133,8;3,8;0;0;0;0;4;0;101,9;0;63,7;0;63,7;0;0;0;0;0;0;0;0;0;63,7;0;0;0;0;0;0,5;0;0;0;0;45,9;0;0;0;0;0;0;0;0;45,9;6;0;;;;
14-02-2015;02 - 03;3,8;0;0;69,9;3,8;0;0;0;0;2,5;0;101,2;0;25,2;0;25,2;0;0;0;0;0;0;0;0;0;25,2;0;0;0;0;0;0;0;0;0;0;40,7;0;0;0;0;0;0;0;0;46,1;6;0;;;;
14-02-2015;03 - 04;0;12,4;58,4;0;177,4;0;0;0;0;0;0;107,4;0;60;0;60;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;41,4;0;0;0;0;0;0;0;0;45,4;0;0;;;;
14-02-2015;04 - 05;0;20;0;0,2;154,7;0;0;0;0;0;0;114,7;0;88,7;0;88,7;0;0;0;0;0;0;0;0;0;88,7;0;0;0;0;0;0;0;0;0;0;45,7;0;0;0;0;0;0;0;0;45,7;0;0;;;;
14-02-2015;05 - 06;11,6;0;0;17,4;11,6;0;0;0;0;0;0;29,7;0;52,9;0;52,9;16;0;0;0;0;0;0;0;0;52,9;0;0;0;0;1,3;0;0;0;0;0;26,7;0;0;0;0;0;0;0;0;29,7;6;0;;;;
14-02-2015;06 - 07;0;0;0;29,2;0,4;0;0;0;10;0;0;23,3;0;60;0;60;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;9,4;0;0;0;0;0;6;0;0;0;0;0;0;0;0;6;0;;;;
14-02-2015;07 - 08;142,8;0;48,8;0;143,1;0;0;0;0;0;0;18,7;0;100;0;100;0;0;0;0;0;0;142,8;0;0;100;0;0;0;0;53,4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;30;0;;;;
14-02-2015;08 - 09;0;0;2,3;0;0;0;1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;7,1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;270;0;;;;
14-02-2015;09 - 10;0;0;25,9;0;8;0;0;0;0;0;0;0;0;85,6;0;85,6;0;10;0;0;0;0;115;0;0;85,6;0;0;0;0;7,3;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;221;0;;;;
14-02-2015;10 - 11;0;0;26,3;0;0;0;13,7;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;115;0;0;0;0;0;0;0;0;1,8;0;0;0;0;0;62;0;0;0;0;0;0;0;0;174;0;;;;
14-02-2015;11 - 12;0;0;25,4;0;0;0;0;46,9;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;161;0;0;0;0;0;0;0;0,7;0;0;0;0;0;45;0;0;0;0;0;0;0;0;189;0;;;;
14-02-2015;12 - 13;0;28,9;0;26;0;68,9;0;71;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;119,1;0;0;0;0;0;0;0,9;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;189;0;;;;
14-02-2015;13 - 14;0;0;0;9;0;14,5;0;64,6;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;37;0;0;0;0;0;0;0;0;279;0;;;;
14-02-2015;14 - 15;0;0;0;92,9;0;39,2;0;82,5;0;0,1;0;19;0;0;0;0;0;15;0;0;0;0;0;20;0;0;0;0;0;0;0;8,5;0;0;0;0;0;26;0;0;0;0;0;0;0;0;250;0;;;;
14-02-2015;15 - 16;0;0;0;2,2;0;23,7;0;0;0;0;0;0;0;97,7;0;97,7;0;10;0;0;0;2,1;0;35;0;97,7;2,1;0;0;0;0;7,3;0;0;0;0;0;4,5;0;0;0;0;0;0;0;0;320;0;;;;
14-02-2015;16 - 17;0;0;4;0;0;52,1;0;0;0;0;0;0;0;30,6;0;30,6;0;0;0;0;0;0;50;0;0;30,6;0;0;0;0;10;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;240;0;;;;
14-02-2015;17 - 18;40;0;28;0;0;0;0;0;0;0;10;0;0;100,9;0;100,9;0;0;0;0;0;0;0;0;0;100,9;0;0;0;0;60;0;0;0;0;0;11,5;0;0;0;0;0;0;0;0;0;284;0;;;;
14-02-2015;18 - 19;0;7;19;0;0;44;0;0;0;0;6;0;0;0;0;0;0;9;0;0;0;8;0;0;0;0;0;0;0;0;27,7;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;205;0;;;;
14-02-2015;19 - 20;9,6;0;0;18,8;0;7,5;0;0;0;0;0;26;0;102;0;102;0;10;0;0;0;7;0;0;0;102;0;0;0;0;9,6;0;0;0;0;0;0,5;0;0;15;0;0;0;0;0;0;205;0;;;;
14-02-2015;20 - 21;18,9;0;0;20;18,9;0;0;0;0;0;0;33;0;25;0;25;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;2,5;0;0;0;0;0,5;0;0;28,9;0;0;0;0;0;0;6;0;;;;
14-02-2015;21 - 22;0;13,2;14,9;0;0;4,1;0;0;0;0;95;0;0;75;0;75;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;2,7;0;0;0;0;0;0;0;35,8;0;0;0;0;0;0;71;0;;;;
14-02-2015;22 - 23;0;70,9;0;25,6;0;61,7;0;0;0;0;75;0;0;75;0;75;0;0;0;0;0;0;0;0;0;75;0;0;0;0;2,6;0;0;0;0;0;0;4;0;19,7;0;0;0;0;0;0;71;0;;;;
14-02-2015;23 - 00;21,3;0;0;17,7;23,5;0;0;0;0;0;0;107;0;34,4;0;34,4;0;0;0;0;0;0;0;0;0;34,4;0;0;0;0;0;1,2;0;0;0;0;3;0;0;10,3;0;0;0;0;0;0;41;0;;;;
15-02-2015;00 - 01;0,9;0;0;13,1;2,4;0;0;0;0;0;14;0;0;15;0;15;0;1;1;0;0;0;0;0;0;15;0;0;0;0;0;0,4;11;0;1;0;7;0;0;0,9;0;0;3;0;0;3;0;0;;;;
15-02-2015;01 - 02;45;0;131;0;54,3;0;0;0;0;0;63;0;0;27;0;27;0;2;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;2;2;0;0;15;0;0;2;0;0;2;6;0;;;;
15-02-2015;02 - 03;36,2;0;159,2;0;46,3;0;0;0;0;0;85,3;0;0;3;0;4;0;0;4;0;0;0;0;0;0;2;0;1;0;0;0;3,9;0;1;0;2;2,7;0;0;6,2;0;0;2;0;0;2,7;6;0;;;;
15-02-2015;03 - 04;4,9;0;111,7;0;16;0;0;0;0;1,1;51,1;0;0;2;0;3;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;0;4;0;14,9;0;0;0;0;0;0;0;0;;;;
15-02-2015;04 - 05;0;21,2;96,1;0;0;9,8;6;0;0;2,7;43,4;0;0;0;0;0;0;6;1;0;0;0;0;2,2;0;6;0;0;0;0;0;1;0;0;2;0;0;4,7;0;3;0;0;0;0;0;0,3;0;0;;;;
15-02-2015;05 - 06;0;46,9;50,9;0;0;36,6;0;0;0;1,3;32,7;0;0;1;0;3;0;0;3;0;0;0;0;48,8;0;4;0;2;0;0;0;4,1;0;2;0;4;0;8,7;0;0;0;0;0;0;0;1,3;0;50;;;;
15-02-2015;06 - 07;0;112,2;19,8;0;0;105,8;0;0;0;0;37,5;0;0;1;0;1;0;0;0;0;0;3;0;184,3;0;0;0;0;0;0;0;3,2;0;0;0;0;0;2,5;0;42,1;0;0;0;0;0;2,5;0;0;;;;
15-02-2015;07 - 08;0;225;23;0;0;220,9;1;0;0;1,2;134,6;0;0;0;0;0;0;0;1;0;0;1;0;246;0;1;0;2;0;0;0;2;0;0;1;0;1,2;0;0;0;0;0;0;0;0;1,2;53;0;;;;
15-02-2015;08 - 09;13,5;0;95,1;0;14,7;0;0;0;0;1;45;0;0;1;0;3;0;0;4;0;0;0;0;0;0;0;0;2;0;0;12,9;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;54;0;;;;
15-02-2015;09 - 10;0;158,8;74,2;0;0;142,2;0;0;0;0;153;0;0;5,9;0;5,9;0;2;4;0;0;0;0;222,8;0;2,9;0;0;0;0;11,2;0;0;3;0;17;0;0;0;52;0;0;0;0;0;0;66;0;;;;
15-02-2015;10 - 11;282,4;0;89,6;0;285,2;0;0;0;0;0;87,5;0;0;189,6;0;186,6;0;0;0;0;0;0;280,7;0;0;189,6;0;0;0;0;33,8;0;0;0;0;0;0;0;0;0;0;0;0;2,4;0;0;31;0;;;;
15-02-2015;11 - 12;0;4;136,1;0;78,5;0;0;0;0;0;227;0;0;97,8;0;94,8;0;30;0;0;0;0;1;0;0;98,8;0;0;0;0;26,6;0;0;0;0;0;0;0;0;0;0;0;0;1,2;0;0;9;0;;;;
15-02-2015;12 - 13;346,8;0;129,7;0;346,8;0;0;0;0;0;29;0;0;113,1;0;108,1;0;52;0;0;0;0;384,3;0;0;114,1;0;2;0;0;22,1;0;2;0;1;0;0;0;0;0;0;0;0;3,3;0;0;0;6;;;;
15-02-2015;13 - 14;2;0;61,9;0;3,4;0;0;0;0;0;186,4;0;0;14;0;14;0;0;0;0;0;0;25;0;0;12;0;2;0;0;18,7;0;0;2;4;0;0;4,9;0;0;0;0;0;2,5;0;0;3;0;;;;
15-02-2015;14 - 15;22,5;0;89,6;0;22,4;0;0;0;0;0;186;0;0;0;1;0;0;0;0;0;0;0;27,5;0;0;0;0;1;0;0;16,1;0;0;1;2;0;1,1;0;43,6;0;0;0;0;0;0;6;3;0;;;;
15-02-2015;15 - 16;20,1;0;88;0;20,1;0;0;0;0;0;202,2;0;0;10;0;8;0;0;0;0;0;0;22,1;0;0;3;0;0;0;0;13,8;0;0;0;6;0;1,8;0;0;0;0;0;0;4,9;0;1,8;106;0;;;;
15-02-2015;16 - 17;0;190,4;53,4;0;0;205,4;0;0;0;0;400;0;0;8;0;5;0;42,5;0;0;0;0;22,1;0;0;3;2;0;0;0;18,8;0;0;0;8;0;0;20,1;94,9;0;0;0;3,1;0;0;9,9;106;0;;;;
15-02-2015;17 - 18;0;11;173,9;0;0;26;0;0;0;0;400;0;0;156,5;0;153,5;0;75;0;0;0;1;0;0;0;146,5;0;0;0;0;10,5;0;0;2;0;1;0;12,2;0;0;0;0;5,1;0;0;12,8;111;0;;;;
15-02-2015;18 - 19;26,1;0;224,9;0;11,1;0;0;0;0;0;400;0;0;181,9;0;173,9;0;68;0;0;0;0;0;0;0;171,9;0;0;0;0;20,7;0;0;12;0;12;0;31,6;0;0;0;0;2,1;0;0;8,4;20;0;;;;
15-02-2015;19 - 20;26,1;0;221,1;0;11,1;0;0;0;0;0;400;0;0;162,1;0;153,1;0;79;0;0;0;0;0;0;0;152,1;0;0;0;0;60,8;0;0;0;1;0;0;40;0;0;0;0;0;3,4;0;0;70;0;;;;
15-02-2015;20 - 21;31;0;141,9;0;16;0;0;0;0;0;201,2;0;0;75,3;0;76,3;0;48;0;0;0;0;0;0;0;73,3;1;0;0;0;17,1;0;1;0;3;0;0;27,6;0;1,3;0;0;0;0;0;2,4;35;0;;;;
15-02-2015;21 - 22;0;14,2;169;0;0;29,2;0;0;0;0;400;0;0;170;0;160;0;81;0;0;0;0;0;0;0;172;3;0;0;0;37,8;0;2;0;0;7;0;28,2;0;12;0;0;0;0;0;1,8;47;0;;;;
15-02-2015;22 - 23;0;11,9;182,8;0;0;27,4;0;0;0;0;341,2;0;0;150;0;108;0;21;0;0;0;1;0;0;0;160;0;0;0;0;57,2;0;34;0;0;10;0;79,2;0;5,2;0;0;0;49;49,2;0;46;0;;;;
15-02-2015;23 - 00;0;19,7;83,8;0;0;34,7;0;0;0;0;59,3;0;0;10;27;0;0;3;0;0;0;11;0;0;0;10;0;0;0;0;6,6;0;11;0;0;23;0;25,1;0;0;0;0;2;0;0;0,9;0;0;;;;
16-02-2015;00 - 01;4,5;0;20,7;0;4,5;0;0;0;14,4;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;11,3;0;0;0;0;2,6;0;0;3,7;0;0;0;0;0;2,6;6;0;;;;
16-02-2015;01 - 02;25;0;0;3,1;25;0;0;0;37,4;0;0;21;0;36,3;0;36,3;0;0;0;0;0;0;0;0;0;36,3;0;0;0;0;0;28,9;0;0;0;0;6,6;0;0;0;0;0;0;0;0;3,6;6;0;;;;
16-02-2015;02 - 03;0;71,6;0;55,5;0;71,6;0;0,1;141,4;0;0;0;0;66,6;0;66,6;0;0;0;0;0;0;0;111;0;66,6;0;0;0;0;0;89,1;0;0;0;0;7,6;0;0;0;0;0;0;0;0;4,6;0;0;;;;
16-02-2015;03 - 04;0;335,7;0;150,7;0;335,7;0;0;165,7;0;0;0;0;16;0;16;0;0;0;0;0;10;0;385,7;0;16;0;0;0;0;0;145,7;0;0;0;0;4,3;0;0;0;0;0;0;0;0;4,3;0;0;;;;
16-02-2015;04 - 05;0;168,7;0;62;0;123,7;0;0;165,3;0;0;0;0;62,7;0;62,7;0;0;0;0;0;30;0;228,7;0;62,7;0;0;0;0;0;113,6;0;0;0;0;22,5;0;0;0;0;0;0;0;0;22,5;0;0;;;;
16-02-2015;05 - 06;0;40,5;0;12,1;0;38,7;0;0;0;0;0;0;0;67,7;0;67,7;0;0;0;0;0;0;0;73;0;67,7;0;0;0;0;1,8;0;0;0;0;0;8,3;0;0;0;0;0;0;0;0;2,3;0;80;;;;
16-02-2015;06 - 07;167,2;0;0;10;167,2;0;0;0;0;0;0;0;0;167,2;0;167,2;0;0;0;0;0;0;0;0;0;167,2;0;0;0;0;0;0;0;0;0;0;11,6;0;0;0;0;0;2;0;0;3,6;3;0;;;;
16-02-2015;07 - 08;146,2;0;3,8;0;146,5;0;0;0;0;0;0;0;0;140,1;0;140,1;0;0;0;0;0;0;0;0;0;140,1;0;0;0;0;11,5;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;6;0;;;;
16-02-2015;08 - 09;95,6;0;0;59,7;96,9;0;0;0;0;0;0;0;0;115,4;0;115,4;0;0;0;0;0;0;0;0;0;115,4;0;0;0;0;0;40;0;0;0;0;16;0;0;0;0;0;1;0;0;1;0;0;;;;
16-02-2015;09 - 10;0;7,9;0;87,1;0;6,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;38;0;0;0;0;38,8;0;0;0;0;0;0;0,2;0;35,8;6;0;;;;
16-02-2015;10 - 11;13,1;0;0;98,6;14,5;0;0;0;0;0;0;0;0;28,1;0;28,1;0;0;0;0;0;0;0;0;0;28,1;0;0;0;0;0;40,1;0;0;0;0;6,8;0;0;0;0;0;39,1;0;0;38,8;6;0;;;;
16-02-2015;11 - 12;21,3;0;0;112,6;21,8;0;0;0;0;0;0;0;0;28,7;0;28,7;0;0;0;0;0;0;0;0;0;28,7;0;0;0;0;0;37,5;0;0;0;0;0;46,7;0;0;0;0;0;0,2;0;0,3;25;0;;;;
16-02-2015;12 - 13;6,1;0;0;68,5;6;0;0;0;0;0;0;0;0;21,1;0;21,1;0;0;0;0;0;0;0;0;0;21,1;0;0;0;0;0;59;0;0;0;0;0;28;0;0;0;0;0;0,1;0;0;0;2;;;;
16-02-2015;13 - 14;96,1;0;0;49;95,9;0;0;0;0;0;0;0;0;97,8;0;97,8;0;0;0;0;0;0;0;0;0;97,8;0;0;0;0;0;42,1;0;0;0;0;27,8;0;0;0;0;0;54;0;0;53,8;0;101;;;;
16-02-2015;14 - 15;0;27,1;0;66;0;24,9;0;0;0;0;0;0;0;49,2;0;49,2;0;0;0;0;0;0;0;140;0;49,2;0;0;0;0;0;42;0;0;0;0;3;0;0;3,7;0;0;0;0;0;0;0;76;;;;
16-02-2015;15 - 16;0;85,7;0;59,9;0;82,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131,3;0;0;0;0;0;0;0;42,3;0;0;0;0;4,3;0;0;0,3;0;0;0;0;0;0,5;0;109;;;;
16-02-2015;16 - 17;16,8;0;17,7;0;20,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;56,2;0;0;0;0;0;0;5,2;0;0;0;0;0;13,4;0;0;0;0;0;0;4,2;2,5;0;0;65;;;;
16-02-2015;17 - 18;19,2;0;17,6;0;23,4;0;0;9,1;0;0;0;0;0;0;0;0;40;0;0;0;0;40;0;0;0;0;0;0;0;0;4;0;0;0;0;0;19,6;0;0;0;0;0;0;0;0;0,5;0;36;;;;
16-02-2015;18 - 19;57,3;0;0;59,5;61;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;45;0;0;0;0;0;0;0;0;3,2;0;0;0;0;0;7,3;0;0;0;0;0;0;9,7;8;0;29;0;;;;
16-02-2015;19 - 20;69;0;0;55,1;21,9;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;44,6;0;0;0;0;0;0;0;0;3,2;0;0;0;0;0;6;0;0;20;0;0;0;0;0;2;161;0;;;;
16-02-2015;20 - 21;34,9;0;0;77,7;0;12,2;0;0;0;0;0;0;0;11,4;0;11,4;0;0;0;0;0;0;0;0;0;11,4;0;0;0;0;7,2;0;0;0;0;0;10,6;0;0;10;0;0;0;0;0;3,7;161;0;;;;
16-02-2015;21 - 22;203,8;0;0;73,6;156,9;0;0;0;0;0;0;0;0;182,2;0;182,2;0;0;0;0;0;0;0;0;0;182,2;0;0;0;0;8,7;0;0;0;0;0;18,6;0;0;10,3;0;0;0;0;0;3,6;390;0;;;;
16-02-2015;22 - 23;60,7;0;0;50,4;14,2;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;7,8;0;0;0;0;0;16,9;0;0;47,6;0;0;0;0;0;3,5;225;0;;;;
16-02-2015;23 - 00;69,2;0;0;92;22,2;0;0;0,1;25,7;0;0;50,1;0;30,9;0;25,6;0;0;0;0;0;0;0;0;0;30,9;0;0;0;0;0;16,1;0;0;0;0;16,6;0;0;53,2;0;0;0;1;0;1,3;0;0;;;;
17-02-2015;00 - 01;17,4;0;0;43,8;18,2;0;0;64,6;30;0;0;34,4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,6;0;0;0;0;0;1,5;0;0;17,4;0;0;0;0;0;1,5;0;0;;;;
17-02-2015;01 - 02;0;0;0;35,5;0,5;0;0;63,7;32;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,9;0;0;0;0;0;0;6,6;0;0;0;0;0;2;0,6;0;50;0;;;;
17-02-2015;02 - 03;130,8;0;0;24,4;131,4;0;0;178,4;30;0;0;34,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;2,5;0;0;;;;
17-02-2015;03 - 04;0;0;4,7;0;0;0;0;70;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53,2;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;;;;
17-02-2015;04 - 05;0;0;10,6;0;0;0,1;0;15;0;0;0;30,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54,3;0;0;0;0;0;17,7;0;0;0;0;0;0;0;0;14,7;0;12;;;;
17-02-2015;05 - 06;9,2;0;17,9;0;9,2;0;0;55,4;0;0;0;0;0;15;0;15;0;5;0;0;0;10;0;149,8;0;15;0;0;0;0;70,5;0;0;0;0;0;0,8;0;0;90,4;0;0;0;0;0;0,8;0;0;;;;
17-02-2015;06 - 07;29,3;0;72,2;0;28,8;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;10;0;0;0;0;0;0;0;0;51;0;0;0;0;0;7,1;0;0;4,4;0;0;0;0;0;1,1;0;0;;;;
17-02-2015;07 - 08;0;156,1;0;0;0;156,1;129,6;0;0;0;0;15;0;0;0;0;0;0;0;0;0;5;0;175,7;0;0;0;0;0;0;0;14,4;0;0;0;0;10;0;132,6;0;0;0;0;0;0;0;0;0;;;;
17-02-2015;08 - 09;0;22,8;0;0;0;22,9;129;0;0;0;0;151,7;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;20;0;0;0;0;93,3;0;129;0;0;0;81,3;0;0;84,3;0;25;;;;
17-02-2015;09 - 10;0;129,4;0;0;0;114,4;135,9;0;0;0;0;61,2;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;20;0;0;0;0;81,4;0;98,1;0;0;0;103;0;0;106,4;0;0;;;;
17-02-2015;10 - 11;0;0;0;0;61,3;0;96,9;0;0;0;0;88,1;0;0;0;0;0;0;0;0;0;5;0;94;0;0;0;0;0;0;0;20;0;0;0;0;67,8;0;83,6;0;0;0;90,1;0;0;90,8;0;0;;;;
17-02-2015;11 - 12;0,5;0;0;0;0;0;0;0;0;0;17,6;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;30;164,2;0;0;0;0;1,5;0;0;0;0;;;;
17-02-2015;12 - 13;0;29,6;56,2;0;0;0;0;0;0;0;0;5,8;0;0;0;0;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;3,3;2,1;0;2,1;0;0;0;218,6;0;0;0;0;0;0;0;0;0;;;;
17-02-2015;13 - 14;0;37,4;72,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;41;0;278;0;0;0;0;0;0;0;6,6;4;0;4;0;5,9;0;0;0;0;0;0;0;2;0;0;0;;;;
17-02-2015;14 - 15;0;28,9;79,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;38;0;294,8;0;0;0;0;0;0;4,4;0;0;0;0;0;59,2;0;0;35;0;0;42;0;0;59,2;0;0;;;;
17-02-2015;15 - 16;0;53,8;129,3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;45;0;0;0;36;0;213;0;0;0;0;0;0;52,5;0;0;0;0;0;300;0;0;0;0;0;118;0;0;300;0;0;;;;
17-02-2015;16 - 17;0;8,6;151,2;0;0;0;38,4;0;0;0;0;0;0;0;0;20;0;60;0;0;0;36;0;113;0;0;0;0;0;0;49,3;0;0;0;0;0;322,2;0;0;0;0;0;292;0;0;322,2;0;57;;;;
