Elbas Flow in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 25-04-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE4 > DK2;DK2 > SE4;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;NO1 > NO2;NO2 > NO1;SE3 > NO1;NO1 > SE3;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;DK2 > 50HZ;50HZ > DK2;NO2 > DK1;DK1 > NO2;NO3 > NO4;NO4 > NO3;NO1 > NO3;NO3 > NO1;SE1 > SE2;SE2 > SE1;NO1 > NO5;NO5 > NO1;NO5 > NO2;NO2 > NO5;EE > FI;FI > EE;DK1 > DK2;DK2 > DK1;NO2 > NL;NL > NO2;LT > LV;LV > LT;EE > LV;LV > EE;BE > NL;NL > BE;FI > FRE;FRE > FI;SE4 > LT;LT > SE4
05-01-2015;13 - 14;0;680,6;0;942,6;0;680,6;0;350;0;0;0;0;137;0;137;0;0;0;0;0;0;0;0;821,6;0;0;0;0;0;0;0;558,6;0;0;0;0;0;218;92,2;0;0;0;0;108;108;0;5;0;;;;
05-01-2015;14 - 15;0;910;0;1186;0;910;0;350;0;0;0;0;156;0;170;0;0;0;0;0;0;0;0;1068;0;0;0;0;0;0;0;740;14;0;0;0;0;285;68,9;0;0;0;0;190,7;196;0;5;0;;;;
05-01-2015;15 - 16;0;94;0;440;0;94;0;0;0;0;0;0;0;35;0;22;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;250;13;0;0;0;0;319,3;1;0;0;73;0;212;218,3;0;0;0;;;;
05-01-2015;16 - 17;0;90;0;337,6;0;90;0;80,2;0;0;217,2;0;4;0;0;0;0;0;0;28;0;0;130;0;0;0;28;0;0;0;0;210,1;0;0;0;0;0;300,2;135,8;0;0;33;0;195;204,2;0;0;5;;;;
05-01-2015;17 - 18;0;156;0;123,9;0;156;0;0;0;0;258,9;0;70;0;60;0;0;0;0;35;0;0;0;52;0;0;35;0;0;0;0;4;0;0;0;0;0;428;104;0;44;0;0;340;346;0;8;0;;;;
05-01-2015;18 - 19;0;95,3;0;78;0;95,3;0;0;0;0;265,7;0;10;0;0;0;0;0;0;45;0;0;50;0;0;0;45;0;0;0;5,1;0;0;0;0;0;0;428,7;175,3;0;0;0;0;340;347,7;0;8;0;;;;
05-01-2015;19 - 20;0;209;0;297;0;209;0;0;0;0;186;0;0;0;0;0;0;0;0;55;0;0;0;169;0;0;55;0;0;0;0;186,3;0;0;0;0;0;330;80;0;0;0;0;240;240;0;0;0;;;;
05-01-2015;20 - 21;0;232,9;0;396,7;0;232,6;0;0;0;0,2;0;9,7;0;0;22;0;0;5;0;0;0;0;0;156;0;0;0;0;0;0;0;241,7;37;0;37;0;0;100;76,9;0;0;0;0;0;0;0;0;0;;;;
05-01-2015;21 - 22;0;72;0;333,5;0;121,8;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;241,4;36;0;36;0;0;179;0;0;0;0;0;89;89;0;0;0;;;;
05-01-2015;22 - 23;0;142,9;0;361,7;0;222,9;0;0;0;0;0;11;0;0;20;0;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;240,3;35;0;35;0;0;67,8;0;0;0;0;0;0;4,8;0;0;0;;;;
05-01-2015;23 - 00;187,9;0;0;290,3;107,9;0;0;0;0;0;0;200,7;0;0;0;0;0;0;0;0;0;0;198,8;0;0;0;0;0;0;0;0;272,9;0;0;0;0;0;7,3;29,8;0;0;0;0;10;13,3;0;0;0;;;;
06-01-2015;00 - 01;0;221,8;0;189,4;0;219,2;0;0;14,4;0;0;26,4;0;0;0;0;0;0;0;0;0;0;0;223,8;0;0;0;0;0;0;0;46,4;0;0;0;0;4;0;34,2;0;0;0;0;0;0,4;0;0;0;;;;
06-01-2015;01 - 02;0;61,3;0;30,9;0;58,9;0;0;0;0;0;27,4;0;0;0;0;0;0;0;0;0;0;0;76,4;0;0;0;0;0;0;0;18;0;0;0;0;10,4;0;0;5,1;0;0;0;0;0;0;7;0;;;;
06-01-2015;02 - 03;20;0;0;41,7;21,9;0;0;0;5;0;0;77,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0,2;7;0;;;;
06-01-2015;03 - 04;0;0;0;54,6;1,7;0;0;0;0;0;0;77,7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,2;0;0;0;0;0;0;0;0;0,2;10;0;;;;
06-01-2015;04 - 05;0;52,9;0;44;0;52;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,1;0;0;0;0;0;0;10;0;;;;
06-01-2015;05 - 06;0;213,4;0;129,5;0;183,4;0;0;3,8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;249,8;0;0;0;0;0;0;0;15,7;0;0;0;0;0;11;0;12;0;0;0;0;0;0;10;0;;;;
06-01-2015;06 - 07;0;114,1;0;36,8;0;114,1;0;0;39,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123,5;0;0;0;0;0;0;0;47,7;0;0;0;0;0;15;54,6;0;0;0;0;0;0;0;80;0;;;;
06-01-2015;07 - 08;0;7,9;0;7,9;0;7,9;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;17;0;0;0;0;0;0;0;0;77;0;;;;
06-01-2015;08 - 09;0;65,9;49,9;0;0;65,9;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;22,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;;;;
06-01-2015;09 - 10;0;100,3;134,3;0;0;100,3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;176,9;0;0;0;0;0;0;0;15,4;2;0;2;0;0;3;0;0;0;0;0;0;0;5;147;0;;;;
06-01-2015;10 - 11;0;557,1;0;245;0;537,1;0;0;0;0;0;0;0;0;13;0;6;0;0;0;0;0;0;676,5;0;0;0;0;0;0;0;124,2;15;0;12;0;0;10;0;0;0;0;0;0;0;0;63;0;;;;
06-01-2015;11 - 12;0;829,7;0;475,9;0;899,7;0;0;0;0;0;0;0;0;13;0;6;0;0;0;0;0;0;983,9;0;0;0;0;0;0;0;232,3;15;0;12;0;0;5;0;4,2;0;0;0;0;0;5;120;0;;;;
06-01-2015;12 - 13;0;409,2;0;178,1;0;479,2;0;0;0;0;0;0;0;0;23;0;3;0;0;0;0;0;0;566,1;0;0;0;0;0;0;0;96,8;25;0;22;0;0;14,7;0;0;0;0;0;2,9;0;0;115;0;;;;
06-01-2015;13 - 14;0;669;0;266,3;0;689;0;0;0;0;0;0;0;0;13;0;3;0;0;0;0;0;0;899,3;0;0;0;0;0;0;0;151;15;0;12;0;0;14,7;0;0;0;0;0;3,6;0;0;430;0;;;;
06-01-2015;14 - 15;0;654,8;0;193,8;0;674,8;0;0;0;0;0;0;0;0;10;0;3;0;0;0;0;0;0;763,8;0;0;0;0;0;0;0;143,2;12;0;12;0;0;19,6;0;0;0;0;0;0;0;0;380;0;;;;
06-01-2015;15 - 16;0;307;0;46,2;0;377,3;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;368,3;0;0;0;0;0;0;0;104,9;8;0;8;0;0;29,5;0;50;0;0;0;0;0;0;449;0;;;;
06-01-2015;16 - 17;0;533,5;0;36,3;0;603,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;104,1;2;0;2;0;0;4;0;0;0;0;0;0,1;0;13;440;0;;;;
06-01-2015;17 - 18;0;339,6;3,5;0;0;409,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;0;0;0;0;0;0;0;101,6;2;0;2;0;0;16,8;0;0;0;0;0;0,1;0;0;475;0;;;;
06-01-2015;18 - 19;0;221,9;33,7;0;0;293,2;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;321,3;0;0;0;0;0;0;0;95,2;24;0;24;0;0;38,7;0;0;0;0;0;15,8;16,4;0;290;0;;;;
06-01-2015;19 - 20;0;206,2;52,7;0;0;278,2;0;0;0;0;0;0;0;0;20;0;3;0;0;0;0;0;0;209,8;0;0;0;0;0;0;0;91,4;24;0;24;0;0;25,3;0;0;0;0;0;13,8;14,8;0;0;0;;;;
06-01-2015;20 - 21;0;235;86,7;0;0;305;0;0;0;0;0;0;0;0;20;0;3;0;0;0;0;0;0;245;0;0;0;0;0;0;0;56,9;24;0;24;0;0;4,5;0;0;0;0;0;0;0;0;295;0;;;;
06-01-2015;21 - 22;0;232,2;134;0;0;302,2;0;0;0;0;0;0;0;0;70;0;6;0;0;0;0;0;0;157,9;0;0;0;0;0;0;0;45,6;74;0;74;0;0;27,2;0;0;0;0;0;12,9;23,2;0;0;0;;;;
06-01-2015;22 - 23;0;351;118,9;0;0;426,3;0;0;0;0;0;0;0;0;100;0;6;0;0;0;0;0;0;336,9;0;0;0;0;0;0;0;42,8;104;0;19;0;0;8,7;0;0;0;0;0;4,8;14,7;0;0;0;;;;
06-01-2015;23 - 00;0;181,2;149,3;0;0;257,7;0;0;0;0;0;0;0;0;67;0;0;0;3;0;0;0;0;150,7;0;0;0;3;0;0;0;33,6;71;0;21;0;0;20,2;0;0;0;0;0;10;20,2;0;0;0;;;;
07-01-2015;00 - 01;18;0;0;7,9;18;0;0;0;41,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;
07-01-2015;01 - 02;30;0;0;28,2;30;0;0;0;20;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
07-01-2015;02 - 03;0;10,3;3,2;0;0;10,3;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;38,4;0;0;0;0;0;0;0;0;0;;;;
07-01-2015;03 - 04;0;42,8;0;17,1;0;42,8;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,2;0;0;0;0;4;0;42,8;0;0;0;0;0;0;0;0;0;;;;
07-01-2015;04 - 05;0;5;8,9;0;0;5;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
07-01-2015;05 - 06;0;15;11,4;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;7,6;0;0;0;0;9,8;0;0;0;0;0;0;1;0;0;0;9;;;;
07-01-2015;06 - 07;0;47,9;0;30,7;0;125,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107,9;0;0;0;0;0;0;0;6,9;0;0;0;0;62,4;0;0;0;0;0;0;1;0;57;0;0;;;;
07-01-2015;07 - 08;0,1;0;11,4;0;0;53,2;0;50,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,3;0;0;0;0;119,5;0;0;0;0;0;0;2;0;162,5;214;0;;;;
07-01-2015;08 - 09;35,8;0;0;0;35,8;0;0;52,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;79,1;0;0;188,1;0;;;;
07-01-2015;09 - 10;0;40;172;0;0;25,9;0;4;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;50,5;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;312;0;;;;
07-01-2015;10 - 11;0;2,4;0;0;7,6;0;0;134,9;0;0;0;120,9;0;0;0;0;0;5;0;29;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;305;0;;;;
07-01-2015;11 - 12;0;13,6;73,5;0;15,1;0;0;109,7;0;0;0;256,3;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;18;0;0;0;0;0;0;0;0;78;0;;;;
07-01-2015;12 - 13;0;36;279,8;0;0;28,7;0;0;0;0;0;70;0;0;0;0;0;42;0;40;0;0;0;0;0;0;0;0;0;0;42,9;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;101;0;;;;
07-01-2015;13 - 14;0;19,3;294,6;0;0;2,8;0;0;0;0;0;18,7;0;0;0;0;0;40;0;40;0;0;0;0;0;0;0;0;0;0;44,8;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;156;0;;;;
07-01-2015;14 - 15;0;39;317,5;0;0;30,6;0;0;0;0;0;0;0;0;0;0;0;30;0;40;0;0;0;30;0;0;0;0;0;0;44,1;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;169;0;;;;
07-01-2015;15 - 16;0;347,3;0;0;0;309,1;0;0;0;0;0;230,6;0;0;0;0;0;0;0;26;0;0;0;414,3;0;0;0;0;0;0;10;0;0;0;0;0;0;45;0;0;0;0;0;2;0;0;13,1;0;;;;
07-01-2015;16 - 17;0;133,2;0;0;0;115,4;0;0;0;0;0;401,8;0;0;0;0;0;0;0;40;0;0;0;165,2;0;0;0;0;0;0;14,1;0;0;0;0;0;160;0;0;0;0;0;19,2;0;0;255;32;0;;;;
07-01-2015;17 - 18;0;52;0;0;0;0;0;0;0;0;0;382,6;0;0;0;0;0;2,8;0;49,2;0;0;0;137;7;0;9,2;0;0;0;12,2;0;7;0;7;0;211,5;0;0;0;0;0;18,2;0;0;306,5;0;20;;;;
07-01-2015;18 - 19;0;46;7,7;0;0;46;0;0;0;0;0;252,3;0;0;0;0;0;0;0;53;0;0;0;86;0;0;13;0;0;0;3,7;0;0;0;0;0;0;10,7;0;0;0;0;0;7;10,7;0;0;0;;;;
07-01-2015;19 - 20;40;0;189;0;40;0;0;0;0;54;7;0;0;0;0;0;0;20;0;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;50,7;0;0;0;0;0;7;10,7;0;0;0;;;;
07-01-2015;20 - 21;0;516;0;18,1;0;516;0;0;0;0;70,9;0;0;0;0;0;0;0;0;30;0;0;0;520;0;0;0;0;0;0;0;250,1;0;0;0;0;0;43;0;0;0;0;0;0;0;0;440;0;;;;
07-01-2015;21 - 22;0;438,6;0;112,5;0;438,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;393,6;0;0;0;0;0;0;0;324;0;0;0;0;0;20,5;0;0;0;0;24;0;0;19,5;399,6;0;;;;
07-01-2015;22 - 23;49,6;0;321,2;0;49,8;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;54,6;0;0;0;0;0;0;0;0;8,4;0;0;0;0;0,6;0;0;0;0;0;1;0;0;0,6;0;0;;;;
07-01-2015;23 - 00;0;0;311,2;0;0,2;0;0;0;59,9;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;71,9;0;0;0;0;8,3;0;0;0;0;0;0;0;0;1;0;0;;;;
08-01-2015;00 - 01;0;0;320;0;0,2;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;;;;
08-01-2015;01 - 02;73,3;0;273,4;0;73,5;0;0;0;0;0;0;56;0;7,8;0;140;0;0;0;0;0;0;45,5;0;0;0;0;0;0;0;13;0;0;152,2;0;102,2;0;0;0;0;0;90;0;0;0;0;81;0;;;;
08-01-2015;02 - 03;14,5;0;263,9;0;14,7;0;0;0;0;0;0;84,5;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,2;0;0;70;0;1;0;0;0;0;0;0;0;0;0;0;171;0;;;;
08-01-2015;03 - 04;0;0;307,6;0;0,2;0;0;0;5;0;0;18,3;0;5;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,2;0;0;88;5;0;0;0;0;0;0;30;0;0;0;0;281,5;0;;;;
08-01-2015;04 - 05;0;50;244,4;0;0;50;0;0;44;0;0;0;0;0;0;74,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,7;0;94,6;4,4;0;0;0;0;0;0;30,6;0;0;0;0;170;0;;;;
08-01-2015;05 - 06;20;0;317;0;20,2;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,7;0;0;80;0;8;0;0;0;0;0;44;0;0;0;0;274;0;;;;
08-01-2015;06 - 07;38,5;0;384,8;0;98,7;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;23,3;0;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
08-01-2015;07 - 08;50,4;0;245;0;50,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,6;0;0;0;0;0;0;0;37,4;0;0;0;0;0;0;0;0;0;;;;
08-01-2015;08 - 09;0;0;200,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;0;0;0;0;0;0;0;0;1,8;0;0;;;;
08-01-2015;09 - 10;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;4;0;0;;;;
08-01-2015;10 - 11;0;1,1;225,1;0;0;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93,2;0;0;0;0;0;0;0;4,8;0;0;;;;
08-01-2015;11 - 12;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94,6;0;0;0;0;0;0;0;4,4;353;0;;;;
08-01-2015;12 - 13;0;0;149,9;0;31,7;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;87,2;0;0;0;0;0;0;0;3;314;0;;;;
08-01-2015;13 - 14;0;43,9;125;0;0;12,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,9;0;0;0;0;0;0;68,6;0;0;0;0;0;1,8;0;0;359;0;;;;
08-01-2015;14 - 15;0;50;98,4;0;0;19,7;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,3;0;0;0;0;0;0;75;0;0;0;0;0;11,3;0;0;359;0;;;;
08-01-2015;15 - 16;0;73,1;119,7;0;0;44,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60,6;0;0;0;0;0;0;95,2;0;0;0;0;0;6,9;0;0;211;0;;;;
08-01-2015;16 - 17;0;50;191,3;0;48,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68,5;0;0;0;0;0;0;57;0;0;0;0;0;5,4;0;0;315,5;0;;;;
08-01-2015;17 - 18;0;107,9;215,4;0;0;79,9;0;0;0;0;69,3;0;0;0;0;0;0;0;0;4,2;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;55;0;0;0;0;0;0,2;0;0;298;0;;;;
08-01-2015;18 - 19;0;86,2;427,8;0;64,3;0;0;0;0;0;107;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;54,2;0;0;0;0;0;2,5;0;0;455;0;;;;
08-01-2015;19 - 20;0;54,8;342,6;0;0;55,4;0;0;0;0;46,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,3;0;0;0;0;0;0;57;0;0;0;0;0;0,2;0;0;605;0;;;;
08-01-2015;20 - 21;0;80,6;358,6;0;0;80,6;0;0;0;0;47,2;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;23,9;0;0;0;0;0;2,4;0;0;0;0;0;0,1;0;0,2;393;0;;;;
08-01-2015;21 - 22;0;61,9;390,9;0;0;59,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192,8;0;0;0;0;0;0;6,3;0;0;0;0;0;0;8,8;0;35;0;0;0;0,1;0;3,1;528;0;;;;
08-01-2015;22 - 23;48,7;0;447,1;0;56;0;0;0;34,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;14,8;17;0;67;0;3,6;0;0;0;0;0;0;0,1;0;7,9;357;0;;;;
08-01-2015;23 - 00;70,6;0;496,5;0;70,8;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,7;0;17;0;39;0;5,4;0;0;0;0;0;0;0;0;5,4;354;0;;;;
09-01-2015;00 - 01;0;0;115;0;0,2;0;0;0;0;0;0;49,2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;;;
09-01-2015;01 - 02;0;0;141,5;0;0,6;0;0;0;0;0;0;49,2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;;;;
09-01-2015;02 - 03;0;0;115,5;0;0,2;0;0;0;0;0;0;94;0;72;0;44,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,2;0;34,7;0;27,7;0;0;0;0;0;0;44,3;0;0;0;0;97;0;;;;
09-01-2015;03 - 04;0;11;99,4;0;0;10,8;0;0;0;0;0;90,8;0;123,3;0;124,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2;6;0;0;0;0;0;0;0;0;123,3;0;0;0;0;123;0;;;;
09-01-2015;04 - 05;0;6,8;91,5;0;0;6,6;0;0;0;0;0;20;0;0;0;169,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,1;0;162,5;0;170,5;0;0;0;0;0;170,5;0;0;0;0;170,5;0;;;;
09-01-2015;05 - 06;9,1;0;251,2;0;9,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
09-01-2015;06 - 07;0;2,7;268,5;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
09-01-2015;07 - 08;0;152,8;305,6;0;0;154;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;156,8;0;0;0;0;0;0;0;9,4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;;;;
09-01-2015;08 - 09;150,2;0;297,6;0;149,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;33,7;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;;;;
09-01-2015;09 - 10;606,5;0;536,2;0;606,9;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;637,5;0;0;0;0;0;0;0;95,2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;;;;
09-01-2015;10 - 11;274,2;0;531,1;0;271,3;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;305,2;0;0;0;0;0;0;0;28,3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;;;
09-01-2015;11 - 12;295;0;528,8;0;299,1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;305;0;0;0;0;0;0;0;27,6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;8;160;0;;;;
09-01-2015;12 - 13;72,9;0;446,9;0;74,3;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;11,9;0;2;0;0;0;0;97;0;0;0;0;0;5;0;0;156;0;;;;
09-01-2015;13 - 14;318,2;0;591,3;0;323,2;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;252;0;0;0;0;0;0;0;40,8;0;7;0;0;0;0;117;0;96,2;0;0;0;1,1;0;0;206;0;;;;
09-01-2015;14 - 15;656;0;810,1;0;657,3;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;651;0;0;0;0;0;0;0;48,6;0;7;0;0;0;0;72,5;0;0;0;0;0;0;0;0;143;0;;;;
09-01-2015;15 - 16;294,5;0;727,5;0;305,9;0;0;0;0;0;0;0;0;0;3;0;0;90;0;0;0;0;265;0;0;0;0;0;0;0;55;0;10;0;0;0;0;21,9;0;0;0;0;0;0;0;0;105;0;;;;
09-01-2015;16 - 17;0;220,8;426,6;0;0;208,2;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;125,8;0;0;0;0;0;0;60,2;0;7;0;0;0;0;53,7;0;0;0;0;0;0;0;0;102;0;;;;
09-01-2015;17 - 18;0;20,1;448,8;0;0;4,9;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;25;0;0;0;0;0;0;65,4;0;7;0;0;0;0;65,7;0;0;0;0;0;0;0;0;108;0;;;;
09-01-2015;18 - 19;0;136,4;297,4;0;0;107,8;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;138,4;0;0;0;0;0;0;39,6;0;8;0;0;0;0;83,1;0;0;0;0;0;0;0;0;68;0;;;;
09-01-2015;19 - 20;0;495,1;341,3;0;0;454,3;0;0;0;0;0;0;0;0;1;0;0;55;0;0;0;0;0;465,1;0;0;0;0;0;0;43,8;0;6;0;0;0;0;96;0;10;0;0;0;0;0;0;151;0;;;;
09-01-2015;20 - 21;0;485,1;359,7;0;0;442,1;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;22;0;480,1;0;0;0;0;0;0;44,3;0;2;0;0;0;0;19,7;0;0;0;0;0;0;0;0;38;0;;;;
09-01-2015;21 - 22;0;5;486,9;0;24,9;0;0;0;0;0;0;2;0;0;0;0;0;50;0;0;0;22;0;0;0;0;0;0;0;0;35,5;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;47;0;;;;
09-01-2015;22 - 23;28,8;0;477;0;67,4;0;0;0;5,9;0;0;13,8;0;0;0;0;0;50;0;0;0;22;50;0;0;0;0;0;0;0;29,1;0;14;0;0;0;0;16,8;0;0;0;0;0;0;0;0;27;0;;;;
09-01-2015;23 - 00;14,4;0;468,6;0;59,4;0;0;0;33;0;0;74,5;0;0;2;0;0;115;0;0;0;22;5,5;0;0;0;0;0;0;0;1,1;0;19;0;0;0;0;8,4;0;0;0;0;0;0;0;0;67;0;;;;
10-01-2015;00 - 01;0;0;19;0;205,7;0;0;0;7,5;0;0;117,7;0;0;1;0;0;0;0;0;33,5;0;0;0;0;0;0;0;0;0;0;7,5;0;6;1;0;0;11,5;0;0;1;0;0;0;0;0,5;0;6;;;;
10-01-2015;01 - 02;6,2;0;180,5;0;184,6;0;0;0;17;0;0;22,6;0;0;0;0;0;0;0;0;0;165,5;0;0;25;0;0;0;0;0;0;35,7;0;7;1;0;0;17;0;6,2;0;24;0;0;0;0;19;0;;;;
