Delivery,Dayahead SE3,Intraday SE3,Dayahead SE3 (s),Intraday SE3 (s)
2015-01-13 13:00:00,33.82,30.7,0.056866317778905995,-0.13490372202365927
2015-01-13 14:00:00,34.3,28.04,0.09339362916575411,-0.33631296694261564
2015-01-13 15:00:00,34.76,29.88,0.1283989692448172,-0.19699228624679624
2015-01-13 16:00:00,36.61,32.79,0.269181315214962,0.023346398984092152
2015-01-13 17:00:00,42.16,37.7,0.691528353125396,0.39512060671043675
2015-01-13 18:00:00,41.99,35.43,0.6785915970092209,0.223241288678094
2015-01-13 19:00:00,37.75,30.4,0.3559336797587269,-0.15761905039797772
2015-01-13 20:00:00,31.57,28.38,-0.1143554543469457,-0.31056892811838815
2015-01-13 21:00:00,30.77,27.9,-0.17523430665835968,-0.34691345351729763
2015-01-13 22:00:00,29.86,27.8,-0.24448400116259306,-0.35448522964207024
2015-01-13 23:00:00,28.64,25.07,-0.33732425093749924,-0.5611947178483676
2015-01-14 00:00:00,27.67,23.6,-0.4111398593650885,-0.6724998268825276
2015-01-14 01:00:00,26.0,24.64,-0.5382244635651653,-0.5937533551848906
2015-01-14 02:00:00,25.75,25.07,-0.5572491049124821,-0.5611947178483676
2015-01-14 03:00:00,25.76,25.2,-0.5564881192585893,-0.5513514088861631
2015-01-14 04:00:00,26.08,26.05,-0.532136578334024,-0.4869913118255942
2015-01-14 05:00:00,27.51,28.29,-0.4233156298273713,-0.3173835266306837
2015-01-14 06:00:00,28.69,31.36,-0.3335193226680358,-0.08492999960015882
2015-01-14 07:00:00,30.86,31.33,-0.16838543577332563,-0.08720153243759074
2015-01-14 08:00:00,32.52,31.57,-0.04206181722714143,-0.06902926973813588
2015-01-14 09:00:00,31.63,23.47,-0.10978954042358975,-0.6823431358447325
2015-01-14 10:00:00,30.49,26.58,-0.19654190496735466,-0.44686089836429854
2015-01-14 11:00:00,30.32,31.73,-0.20947866108352997,-0.05691442793849939
2015-01-14 12:00:00,29.7,31.98,-0.25665977162487585,-0.0379849876265674
2015-01-14 13:00:00,29.58,32.35,-0.26579159947158804,-0.009969415964907979
2015-01-14 14:00:00,30.37,32.62,-0.20567373281406653,0.01047437957197827
2015-01-14 15:00:00,32.28,32.42,-0.06032547292056577,-0.004669172677567
2015-01-14 16:00:00,33.89,31.36,0.06219321735615473,-0.08492999960015882
2015-01-14 17:00:00,35.93,31.98,0.2174342907502602,-0.0379849876265674
2015-01-14 18:00:00,34.72,31.01,0.12535502662924655,-0.11143121603686344
2015-01-14 19:00:00,32.79,29.48,-0.021515204572039533,-0.2272793907458873
2015-01-14 20:00:00,29.75,28.5,-0.2528548433554124,-0.30148279676866074
2015-01-14 21:00:00,29.31,29.29,-0.2863382121266902,-0.24166576538295573
2015-01-14 22:00:00,28.61,28.42,-0.3396072078991773,-0.30754021766847883
2015-01-14 23:00:00,27.4,28.02,-0.43168647202019095,-0.3378273221675702
2015-01-15 00:00:00,27.37,23.04,-0.4339694289818688,-0.7149017731812555
2015-01-15 01:00:00,27.13,22.21,-0.4522330846752931,-0.7777475150168696
2015-01-15 02:00:00,27.02,22.72,-0.4606039268681125,-0.7391314567805285
