,cap SE2 > SE3,cap SE4 > SE3,cap NO1 > SE3,cap DK1 > SE3,cap FI > SE3
2018-10-06 05:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 06:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 07:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 08:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 09:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 10:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 11:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 12:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 13:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 14:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 15:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 16:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 17:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 18:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 19:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 20:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 21:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 22:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-06 23:00:00,6575.0,2000.0,2145.0,370.0,1200.0
2018-10-07 00:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 01:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 02:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 03:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 04:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 05:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 06:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 07:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 08:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 09:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 10:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 11:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 12:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 13:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 14:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 15:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 16:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 17:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 18:00:00,6600.0,2000.0,2145.0,370.0,1200.0
2018-10-07 19:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-07 20:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-07 21:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-07 22:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-07 23:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-08 00:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-08 01:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-08 02:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-08 03:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-08 04:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-08 05:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-08 06:00:00,6700.0,2000.0,2145.0,370.0,1200.0
2018-10-08 07:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 08:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 09:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 10:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 11:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 12:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 13:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 14:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 15:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 16:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 17:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 18:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 19:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 20:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 21:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 22:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-08 23:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 00:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 01:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 02:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 03:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 04:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 05:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 06:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 07:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 08:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 09:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 10:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 11:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 12:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 13:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 14:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 15:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 16:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 17:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 18:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 19:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 20:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 21:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 22:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-09 23:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-10 00:00:00,6700.0,2000.0,1945.0,321.0,1200.0
2018-10-10 01:00:00,6700.0,2000.0,1945.0,300.0,1200.0
2018-10-10 02:00:00,6700.0,2000.0,1945.0,298.0,1200.0
2018-10-10 03:00:00,6700.0,2000.0,1945.0,331.0,1200.0
2018-10-10 04:00:00,6700.0,2000.0,1945.0,323.0,1200.0
2018-10-10 05:00:00,6700.0,2000.0,1945.0,360.0,1200.0
2018-10-10 06:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 07:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 08:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 09:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 10:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 11:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 12:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 13:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 14:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 15:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 16:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 17:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 18:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 19:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 20:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 21:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 22:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-10 23:00:00,6700.0,2000.0,1645.0,370.0,1200.0
2018-10-11 00:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 01:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 02:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 03:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 04:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 05:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 06:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 07:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 08:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 09:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 10:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 11:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 12:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 13:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 14:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 15:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 16:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 17:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 18:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 19:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 20:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 21:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 22:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-11 23:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 00:00:00,6700.0,2000.0,1945.0,271.0,1200.0
2018-10-12 01:00:00,6700.0,2000.0,1945.0,261.0,1200.0
2018-10-12 02:00:00,6700.0,2000.0,1945.0,258.0,1200.0
2018-10-12 03:00:00,6700.0,2000.0,1945.0,283.0,1200.0
2018-10-12 04:00:00,6700.0,2000.0,1945.0,320.0,1200.0
2018-10-12 05:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 06:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 07:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 08:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 09:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 10:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 11:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 12:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 13:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 14:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 15:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 16:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 17:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 18:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 19:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 20:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 21:00:00,6700.0,2000.0,1945.0,370.0,1200.0
2018-10-12 22:00:00,6700.0,2000.0,1945.0,365.0,1200.0
2018-10-12 23:00:00,6700.0,2000.0,1945.0,337.0,1200.0
2018-10-13 00:00:00,6550.0,2000.0,1945.0,127.0,1200.0
2018-10-13 01:00:00,6550.0,2000.0,1945.0,115.0,1200.0
2018-10-13 02:00:00,6550.0,2000.0,1945.0,111.0,1200.0
2018-10-13 03:00:00,6550.0,2000.0,1945.0,100.0,1200.0
2018-10-13 04:00:00,6550.0,2000.0,1945.0,130.0,1200.0
2018-10-13 05:00:00,6550.0,2000.0,1945.0,131.0,1200.0
2018-10-13 06:00:00,6550.0,2000.0,1945.0,164.0,1200.0
2018-10-13 07:00:00,6550.0,2000.0,1945.0,191.0,1200.0
2018-10-13 08:00:00,6550.0,2000.0,1945.0,253.0,1200.0
2018-10-13 09:00:00,6550.0,2000.0,1945.0,309.0,1200.0
2018-10-13 10:00:00,6550.0,2000.0,1945.0,294.0,1200.0
2018-10-13 11:00:00,6550.0,2000.0,1945.0,280.0,1200.0
2018-10-13 12:00:00,6550.0,2000.0,1945.0,294.0,1200.0
2018-10-13 13:00:00,6550.0,2000.0,1945.0,267.0,1200.0
2018-10-13 14:00:00,6550.0,2000.0,1945.0,263.0,1200.0
2018-10-13 15:00:00,6550.0,2000.0,1945.0,269.0,1200.0
2018-10-13 16:00:00,6550.0,2000.0,1945.0,260.0,1200.0
2018-10-13 17:00:00,6550.0,2000.0,1945.0,267.0,1200.0
2018-10-13 18:00:00,6550.0,2000.0,1945.0,317.0,1200.0
2018-10-13 19:00:00,6550.0,2000.0,1945.0,330.0,1200.0
2018-10-13 20:00:00,6550.0,2000.0,1945.0,280.0,1200.0
2018-10-13 21:00:00,6550.0,2000.0,1945.0,259.0,1200.0
2018-10-13 22:00:00,6550.0,2000.0,1945.0,237.0,1200.0
2018-10-13 23:00:00,6550.0,2000.0,1945.0,223.0,1200.0
2018-10-14 00:00:00,6425.0,2000.0,1945.0,138.0,1200.0
2018-10-14 01:00:00,6425.0,2000.0,1945.0,144.0,1200.0
2018-10-14 02:00:00,6425.0,2000.0,1945.0,189.0,1200.0
2018-10-14 03:00:00,6425.0,2000.0,1945.0,206.0,1200.0
2018-10-14 04:00:00,6425.0,2000.0,1450.0,257.0,1200.0
2018-10-14 05:00:00,6425.0,2000.0,850.0,255.0,1200.0
2018-10-14 06:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 07:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 08:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 09:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 10:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 11:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 12:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 13:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 14:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 15:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 16:00:00,6425.0,0.0,250.0,0.0,1200.0
2018-10-14 17:00:00,6425.0,2000.0,850.0,195.0,1200.0
2018-10-14 18:00:00,6425.0,2000.0,1450.0,246.0,1200.0
2018-10-14 19:00:00,6425.0,2000.0,1945.0,258.0,1200.0
2018-10-14 20:00:00,6425.0,2000.0,1945.0,220.0,1200.0
2018-10-14 21:00:00,6425.0,2000.0,1945.0,186.0,1200.0
2018-10-14 22:00:00,6425.0,2000.0,1945.0,153.0,1200.0
2018-10-14 23:00:00,6425.0,2000.0,1945.0,149.0,1200.0
2018-10-15 00:00:00,6425.0,2000.0,1945.0,235.0,1200.0
2018-10-15 01:00:00,6425.0,2000.0,1945.0,210.0,1200.0
2018-10-15 02:00:00,6425.0,2000.0,1945.0,200.0,1200.0
2018-10-15 03:00:00,6425.0,2000.0,1945.0,239.0,1200.0
2018-10-15 04:00:00,6425.0,2000.0,1945.0,254.0,1200.0
2018-10-15 05:00:00,6425.0,2000.0,1350.0,305.0,1200.0
2018-10-15 06:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 07:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 08:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 09:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 10:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 11:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 12:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 13:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 14:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 15:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 16:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 17:00:00,6150.0,0.0,750.0,740.0,1200.0
2018-10-15 18:00:00,6225.0,0.0,750.0,740.0,1200.0
2018-10-15 19:00:00,6225.0,0.0,750.0,740.0,1200.0
2018-10-15 20:00:00,6225.0,0.0,750.0,740.0,1200.0
2018-10-15 21:00:00,6225.0,0.0,750.0,588.0,1200.0
2018-10-15 22:00:00,6225.0,0.0,750.0,300.0,1200.0
2018-10-15 23:00:00,6225.0,0.0,750.0,300.0,1200.0
2018-10-16 00:00:00,6225.0,0.0,750.0,233.0,1200.0
2018-10-16 01:00:00,6225.0,0.0,750.0,205.0,1200.0
2018-10-16 02:00:00,6225.0,0.0,750.0,214.0,1200.0
2018-10-16 03:00:00,6225.0,0.0,750.0,244.0,1200.0
2018-10-16 04:00:00,6225.0,0.0,750.0,268.0,1200.0
2018-10-16 05:00:00,6225.0,0.0,750.0,300.0,1200.0
2018-10-16 06:00:00,6125.0,0.0,750.0,610.0,1200.0
2018-10-16 07:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 08:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 09:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 10:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 11:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 12:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 13:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 14:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 15:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 16:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 17:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-16 18:00:00,6225.0,0.0,750.0,740.0,1200.0
2018-10-16 19:00:00,6225.0,0.0,750.0,740.0,1200.0
2018-10-16 20:00:00,6225.0,0.0,750.0,740.0,1200.0
2018-10-16 21:00:00,6225.0,0.0,750.0,740.0,1200.0
2018-10-16 22:00:00,6225.0,0.0,750.0,300.0,1200.0
2018-10-16 23:00:00,6225.0,0.0,750.0,300.0,1200.0
2018-10-17 00:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-17 01:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-17 02:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-17 03:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-17 04:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-17 05:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-17 06:00:00,6075.0,0.0,750.0,740.0,1200.0
2018-10-17 07:00:00,6075.0,0.0,750.0,740.0,1200.0
2018-10-17 08:00:00,6075.0,0.0,750.0,740.0,1200.0
2018-10-17 09:00:00,6075.0,0.0,750.0,740.0,1200.0
2018-10-17 10:00:00,6075.0,0.0,750.0,740.0,1200.0
2018-10-17 11:00:00,6075.0,0.0,750.0,740.0,1200.0
2018-10-17 12:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-17 13:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-17 14:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-17 15:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-17 16:00:00,6125.0,0.0,750.0,740.0,1200.0
2018-10-17 17:00:00,6125.0,0.0,750.0,693.0,1200.0
2018-10-17 18:00:00,6250.0,0.0,750.0,668.0,1200.0
2018-10-17 19:00:00,6250.0,0.0,750.0,566.0,1200.0
2018-10-17 20:00:00,6250.0,0.0,750.0,325.0,1200.0
2018-10-17 21:00:00,6250.0,0.0,750.0,417.0,1200.0
2018-10-17 22:00:00,6250.0,0.0,750.0,267.0,1200.0
2018-10-17 23:00:00,6250.0,0.0,750.0,249.0,1200.0
2018-10-18 00:00:00,6250.0,0.0,750.0,290.0,1200.0
2018-10-18 01:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-18 02:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-18 03:00:00,6250.0,0.0,750.0,273.0,1200.0
2018-10-18 04:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-18 05:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-18 06:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 07:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 08:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 09:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 10:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 11:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 12:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 13:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 14:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 15:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 16:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 17:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 18:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 19:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 20:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 21:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-18 22:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-18 23:00:00,6250.0,0.0,750.0,300.0,1200.0
2018-10-19 00:00:00,6300.0,0.0,750.0,300.0,1200.0
2018-10-19 01:00:00,6300.0,0.0,750.0,300.0,1200.0
2018-10-19 02:00:00,6300.0,0.0,750.0,300.0,1200.0
2018-10-19 03:00:00,6300.0,0.0,750.0,300.0,1200.0
2018-10-19 04:00:00,6300.0,0.0,750.0,300.0,1200.0
2018-10-19 05:00:00,6300.0,0.0,750.0,300.0,1200.0
2018-10-19 06:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 07:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 08:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 09:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 10:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 11:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 12:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 13:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 14:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 15:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 16:00:00,6250.0,0.0,750.0,740.0,1200.0
2018-10-19 17:00:00,6250.0,0.0,750.0,626.0,1200.0
2018-10-19 18:00:00,6300.0,0.0,750.0,634.0,1200.0
2018-10-19 19:00:00,6300.0,0.0,750.0,543.0,1200.0
2018-10-19 20:00:00,6300.0,0.0,750.0,404.0,1200.0
2018-10-19 21:00:00,6300.0,0.0,750.0,401.0,1200.0
2018-10-19 22:00:00,6300.0,0.0,750.0,300.0,1200.0
2018-10-19 23:00:00,6300.0,0.0,750.0,300.0,1200.0
2018-10-20 00:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 01:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 02:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 03:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 04:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 05:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 06:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 07:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 08:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 09:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 10:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 11:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 12:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 13:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 14:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 15:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 16:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 17:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 18:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 19:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 20:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 21:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 22:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-20 23:00:00,6300.0,2000.0,900.0,300.0,1200.0
2018-10-21 00:00:00,6475.0,2000.0,1945.0,432.0,1200.0
2018-10-21 01:00:00,6475.0,2000.0,1945.0,453.0,1200.0
2018-10-21 02:00:00,6475.0,2000.0,1945.0,442.0,1200.0
2018-10-21 03:00:00,6475.0,2000.0,1945.0,454.0,1200.0
2018-10-21 04:00:00,6475.0,2000.0,1945.0,461.0,1200.0
2018-10-21 05:00:00,6475.0,2000.0,1945.0,483.0,1200.0
2018-10-21 06:00:00,6475.0,2000.0,1945.0,424.0,1200.0
2018-10-21 07:00:00,6475.0,2000.0,1945.0,426.0,1200.0
2018-10-21 08:00:00,6475.0,2000.0,1945.0,517.0,1200.0
2018-10-21 09:00:00,6475.0,2000.0,1945.0,545.0,1200.0
2018-10-21 10:00:00,6475.0,2000.0,1945.0,579.0,1200.0
2018-10-21 11:00:00,6475.0,2000.0,1945.0,535.0,1200.0
2018-10-21 12:00:00,6475.0,2000.0,1945.0,557.0,1200.0
2018-10-21 13:00:00,6475.0,2000.0,1945.0,537.0,1200.0
2018-10-21 14:00:00,6475.0,2000.0,1945.0,523.0,1200.0
2018-10-21 15:00:00,6475.0,2000.0,1945.0,549.0,1200.0
2018-10-21 16:00:00,6475.0,2000.0,1945.0,582.0,1200.0
2018-10-21 17:00:00,6475.0,2000.0,1945.0,614.0,1200.0
2018-10-21 18:00:00,6475.0,2000.0,1945.0,689.0,1200.0
2018-10-21 19:00:00,6475.0,2000.0,1945.0,602.0,1200.0
2018-10-21 20:00:00,6475.0,2000.0,1945.0,390.0,1200.0
2018-10-21 21:00:00,6475.0,2000.0,1945.0,336.0,1200.0
2018-10-21 22:00:00,6475.0,2000.0,1945.0,281.0,1200.0
2018-10-21 23:00:00,6475.0,2000.0,1945.0,196.0,1200.0
2018-10-22 00:00:00,6475.0,2000.0,1945.0,101.0,1200.0
2018-10-22 01:00:00,6475.0,2000.0,1945.0,93.0,1200.0
2018-10-22 02:00:00,6475.0,2000.0,1945.0,103.0,1200.0
2018-10-22 03:00:00,6475.0,2000.0,1945.0,100.0,1200.0
2018-10-22 04:00:00,6475.0,2000.0,1945.0,131.0,1200.0
